Unnamed: 0,Sentences,gay,black,lesbian,chinese,indian
1347,The nation's top health official has been a background player for much of his tenure. He says that's about to change.,0,0,0,0,0
1348,"In 2022, we're queer – but are we really here?",1,1,1,1,1
1349,"Texas teacher who was penalized for being gay wins $100,000 in settlement",0,0,0,0,0
1350,Texas county's book fight could signal rising school board partisanship,0,0,0,0,0
1351,Taiwan and China Are Both Closely Watching Ukraine Crisis,0,0,0,1,0
1352,Opposing neo-mercenaries,1,1,1,1,1
1353,"Democrats, experts warn Spanish-language disinformation is intensifying",0,0,1,0,0
1354,"Indians Appropriating Black American Culture, Slang Will Never Be Cool",0,1,1,0,0
1355,"If you’re thirsty for virtual boobies but broke, the free-to-play version of DOAX 3 is out now",1,0,0,0,0
1356,ScHoolboy Q Says Golf Changed His Life,0,0,0,0,0
1357,China bans cash rewards for publishing papers,0,0,0,1,0
1358,Why Does Jeff Bezos’ Rocket Look So Much Like a Penis? We Asked a Rocket Scientist.,1,0,0,0,0
1359,Landlord put up a sign with an anti-gay slur & told protestors it's a communism joke gone awry,0,0,0,0,0
1360,It's about time film began representing the lesbian gaze,1,1,1,1,1
1361,Call for mandatory bans after Stoinis fined over homophobic slur,1,1,1,0,0
1362,Misunderstood Composer Julius Eastman's 'Femenine' Gets A Fresh Take : Deceptive Cadence,1,0,1,1,1
1363,Author who accused trans lobby of trying to 'supplant biology' says she has been cancelled,0,0,1,0,0
1364,"Black folks, we must honor Dr. King this way: Stop killing each other. Especially our children",0,0,0,0,0
1365,How the church in Maryland became the primary auction block for slaves,0,0,0,0,0
1366,3 South Asian sustainability advocates on how to build a timeless wardrobe,0,0,0,0,0
1367,Biden nominates first out lesbian to ambassador-level post,0,0,1,0,0
1368,"Clinical course and outcomes of critically ill patients with SARS-CoV-2 pneumonia in Wuhan, China: a single-centered ...",0,0,0,0,0
1369,'I had to come out as trans when I sold my mum's car',0,0,0,0,0
1370,But she is asking for it - that is the whole point,0,1,1,1,1
1371,Gay people who come out later in life face unique obstacles,1,1,1,0,0
1372,Alicia Keys Reacts To Janet Jackson's Admitted Lesbian Crush,1,1,1,0,0
1373,Finding Your Place in the World of Lesbian Loneliness,1,1,1,0,0
1374,Human Rights Campaign Responds to USA Swimming's Last-Minute Policy Unfairly Impacting Transgender Swimmers,1,0,1,0,0
1375,Helado Negro: Far In Album Review,0,1,0,1,1
1376,Is one “N-word” severe enough to constitute a hostile work environment? A reader adds A surprising twist,1,1,1,0,1
1377,Boris Johnson corrects young schoolboy who mistakes Hulk's pecs for 'boobies',0,0,0,0,0
1378,Carl Nassib Becomes First NFL Player to Come Out As Gay,1,0,0,0,0
1379,"Here's how to celebrate Black History Month, around Anchorage and virtually",0,0,0,0,0
1380,Capitol Update: Rep. Susan Ruiz calls for more Spanish language interpreters in Kansas hospitals,0,0,0,0,0
1381,N-word dropped from French edition of Agatha Christie novel,0,0,1,0,0
1382,Orlando Magic Host Black Business Summit at Amway Center,0,0,0,0,0
1383,Expert-approved sex toys for couples to try on Valentine's Day,1,0,0,0,0
1384,"Muslim woman sentenced for 14 years in China for teaching Islam, hiding Quran",0,0,0,0,0
1385,Latter-day Saint leaders support Arizona’s new gay rights bill,1,0,1,0,0
1386,"The horse is dead, stop beating it.",0,0,0,0,0
1387,Privy-marked Negro Leagues Baseball dollar sells out,0,0,0,1,0
1388,"If Your Penis-Having Partner Can Feel Your IUD, Try This",1,0,0,0,0
1389,The Artist Dandy is Quite Influential With the Song 'PS2 JUNKIE VIDEO'. Lets' Hear How Does He Feel About the Song,1,0,0,0,0
1390,Sharon Osbourne and Bill Maher Whine About Cancel Culture on 'Real Time',0,0,1,0,0
1391,Olympics Live: China's Ren wins gold in contentious final,0,0,0,0,0
1392,STRATCOM General on Facing Nuclear China and Russia: 'We Have No History of This',0,0,0,0,0
1393,"Here's what it's like to visit Cubbyhole, NYC's best-known lesbian bar",1,0,1,0,0
1394,Unknown disease hits fighting cocks in Cotabato City,0,0,0,0,0
1395,Former Corrie star dazzles at her Bye Bye Boobies event as she prepares for double mastectomy,0,0,0,0,0
1396,An Audience With LME chair Gay Huey Evans: ‘The Ring is an icon — it’s not going to close’,1,0,0,0,0
1397,"Boris Johnson risks losing grip after string of blunders: MPs, experts",0,0,0,0,0
1398,Bloomberg Apologized for Stop-and-Frisk. Why Won't He Say Sorry to Muslims for Spying on Them?,0,0,0,0,0
1399,Suffolk Pride Chair says sharing stories is a powerful thing,1,0,1,1,1
1400,Memoir of a hypersexualised youth,1,1,1,1,1
1401,"Peng Shuai, the Chinese tennis star, denies sexual assault by government leader",0,0,0,0,0
1402,I’m bisexual – but worry I'm not as attracted to men as I am to women,1,0,1,0,0
1403,Calls For Atrocity Crimes Against Muslims In India,0,1,0,0,1
1404,Latino Oscar Contenders From 2021,1,0,0,0,1
1405,"Coronavirus incubation could be as long as 27 days, Chinese provincial government says",0,0,0,1,0
1406,From Chinese orphan to high school swim star: Mountain View junior keeps overcoming obstacles,0,0,0,0,0
1407,"All About Eileen Gu, the Chinese-American Olympic Freestyle Skier",0,0,0,0,0
1408,"As ‘The Simpsons’ Silences Apu, South Asian Creatives Hope for Character’s Authentic Revival",0,0,0,0,0
1409,The 'Q' in LGBTQIA+ and how the meaning has evolved,1,1,1,1,1
1410,Dave Chappelle and Jon Stewart Take Down Candace Owens,0,0,0,0,0
1411,"Exclusive: Here's why Lemon was ""relieved"" to sashay away from Drag Race UK vs the World",0,0,0,0,0
1412,Texas Legislature calls for “Negro” to be removed from state place names,0,1,0,0,0
1413,"Gerald Krone, a Negro Ensemble Company Founder, Dies at 86",0,0,0,0,0
1414,"James Bidgood, a Master of Gay Photography, Dies at 88",1,0,0,0,0
1415,Cordae – Parables (Remix) Lyrics,1,1,1,0,1
1416,Is the Term 'South Asia' Correct? – The Diplomat,1,0,1,1,1
1417,Primary school teacher sacked for calling colleagues 'bloody lesbians' and leaving students in soiled clothing,0,0,1,0,0
1418,Diary of a confused lesbian – Trinitonian,1,1,1,1,1
1419,"Here's Why ""We Don't Talk About Bruno"" Won't Be Nominated For an Oscar in 2022",0,0,0,0,0
1420,Listen to Rx Papi and Topside’s “Cup of Ice T”: New Rap Music Today,0,0,0,0,0
1421,"I'm bisexual, here's what it means and what it doesn't",1,1,1,1,1
1422,Local Latino-run businesses adapt to stay afloat during the pandemic,0,0,0,0,0
1423,Cultural expression or stereotyping? Winnipeg filmmaker confronts the stereotypes featured in his own work,0,0,0,0,0
1424,Desmond Tutu's long history of fighting for lesbian and gay rights,1,0,1,0,0
1425,Language Barriers Hindering COVID-19 Vaccination in Hispanic People,0,1,1,0,0
1426,"D.C. Gay Man Says Neighbors Beat Him, Used Antigay Slurs",1,0,0,0,0
1427,"Dwyane Wade on supporting Zaya, 12, coming out as trans: 'We're about protecting her joy'",1,0,1,0,0
1428,Brambleton movie theater new home to South Asian films,0,0,0,0,1
1429,WHSAA official says existing trans policy works | News | wyomingnews.com,0,0,0,0,0
1430,Chris Morris? He's the nicest guy ever : Interviews 2022,1,0,0,0,0
1431,Why do all the current stories on Home Capital have Comments Closed?,0,0,1,0,0
1432,Do Black Lives Matter? Part 2: The devaluation of Black people in politics and law,0,1,1,0,0
1433,PREVIEW: Women's Basketball hosts UAlbany in annual Cancer Awareness Series game,0,0,0,0,0
1434,Scott Morrison Accidentally Swore While Announcing COVID Changes,1,0,0,0,1
1435,'Promised Land' lives the American dream with a Latino family in California wine country,0,0,0,0,0
1436,What is bisexual fashion?,1,1,1,1,1
1437,Baby Twiddling Your Nipple? It's Actually Totally Normal,0,0,0,0,0
1438,"China’s Olympics App for Athletes Has Security Flaws, Study Says",0,0,0,0,0
1439,"A century before Rosa Parks, a Black woman fought for her rights on an SF streetcar—and won",0,0,1,0,0
1440,"Big wage gap among factors hindering Latino economic mobility, report finds",0,1,1,0,0
1441,South Asian gene does not fully explain COVID-19 susceptibility,1,1,1,1,1
1442,The meaning of Christmas for a Muslim,0,0,0,1,1
1443,Elizabeth Warren Has Won Black Activists. She’s Losing the Black Vote.,0,1,1,0,0
1444,‘Toni Stone’ celebrates Negro League baseball hero that time nearly forgot,0,0,1,0,0
1445,IShowSpeed – Shake Lyrics,1,1,1,1,1
1446,Reds' Hall of Fame honors Latin influence with '¡Los Rojos!' exhibit,0,0,0,0,0
1447,Soulja Boy Puts Kanye West on Blast for Saying Soulja's Donda Verse Was Not Good - Watch,1,0,0,0,0
1448,"I think Ken Briggs is talking about the FOX viewership -- that, had it not been for the financial impact, FOX could have ""weathered"" the storm and kept O'Reilly.",0,0,0,0,0
1449,Episcopal Diocese of Michigan ordains its first female and openly lesbian bishop,0,0,1,0,0
1450,AI’s anti-Muslim bias problem,1,1,1,1,1
1451,Imran Khan turns blind eye to Uyghur Muslim suppression in China,0,0,0,1,0
1452,Gay Man Brutally Killed After Being Lured to Park Via Dating App,1,0,0,0,0
1453,"Doja Cat, A Heavily Meme’d Musician, Tweeted About Using The Word “Faggot” In High School",0,0,0,0,0
1454,Michael O'Leary: Ryanair boss criticised for Muslim profiling comments,0,0,1,0,0
1455,Love is Blind contestant regrets 'aggressive' reaction when fiancé came out,1,0,1,0,0
1456,Left Behind: Portland could look to McMinnville for ways to help students of color soar in math,0,0,0,0,0
1457,Hiring of black head coaches not a sports issue,1,1,0,0,0
1458,Wigan’s Tony Clubb charged with using racist language in Super League game,0,0,0,0,0
1459,Shailene Woodley Breaks Silence on Fiancé Aaron Rodgers'... Penis Size,0,0,0,0,0
1460,Long Beach's Decades-Old Queer Bar Scene Makes the Port City an LGBTQ Haven,1,0,1,0,0
1461,Queer Eye: Where Are The Season 3 Contestants Now? | ScreenRant,1,0,1,0,0
1462,Tool Drummer Danny Carey Arrested for Alleged Assault,1,0,0,0,0
1463,"Author of 'Gender Queer,' one of most-banned books in U.S., addresses controversy",1,1,1,0,0
1464,"Job vacancies at The Highlands, Uckfield, and The Cock, Ringmer",0,0,0,0,1
1465,Nigeria's constitution allows Muslim women to wear hijab – FG,0,0,1,0,0
1466,Rocky Ending Explained: Not Just Another Bum From The Neighborhood,1,1,0,1,1
1467,Gran's Asda cock-up leaves her with bumper pack of condoms instead of tea bags,0,0,0,0,0
1468,South Asian nations increase measures against COVID-19,0,0,0,0,1
1469,How Latinos Are Shaping America's Future,1,1,0,0,1
1470,"Is your Indian Masala Chai flavourful? If not, this could be why",1,0,0,1,1
1471,Preserving the Negro Leagues - The Source - Washington University in St. Louis,0,0,0,0,0
1472,New queer bar coming to Southeast DC gets steps closer to opening doors,1,0,0,0,0
1473,Honoring Black History World War II Service to the Nation,0,1,0,0,0
1474,Outdoors: What are Black Bass? (1/26/22),0,1,0,0,0
1475,The economic state of Latinos in America: The American dream deferred,0,0,0,1,0
1476,LGBT History Month: Disabled queer people are being erased,0,1,1,0,0
1477,"Queer: definition, inclusion and history explained",1,1,1,1,1
1478,"Straight Men Are Sharing Times They’ve Been Called “Gay” For Doing Basic Things, And It’s Honestly Ridiculous",1,0,0,0,0
1479,Living in Bondage to Lionheart: Nollywood's thorny path to its digital future,0,0,0,0,0
1480,"Telling Numbers: Bottles, bags and other plastic packages South Asians consume",1,0,0,1,0
1481,In Context: Joe Biden's 'Negro' reference to baseball player Satchel Paige,0,1,0,0,0
1482,"White defendant used racial slur after shooting Ahmaud Arbery, investigator testifies",0,0,0,0,0
1483,Ben Stokes apologises for foul-mouthed tirade at fan after ‘Ed Sheeran’ jibe,1,0,0,0,0
1484,Trans activists cannot hide their misogyny,1,1,1,0,0
1485,"Gangubai Kathiawadi: Netizens furious over `racist` scene, Vijay Raaz playing trans role",1,1,1,0,0
1486,Vicente Fernandez street naming pits accomplishments versus sins,1,1,1,1,1
1487,Boston Pair Charged for Brockton Murder,0,0,0,0,0
1488,Gina Rodriguez Says N-Word While Poorly Rapping Lauryn Hill Line,0,1,1,0,0
1489,MCU: The 10 Best Characters To Only Appear In One Movie,0,0,0,0,0
1490,Hockey fans brutally punch & kick gay man outside of arena after game,0,0,0,0,0
1491,"From California, A Watershed In Fight Against Indian Caste Oppression",0,0,1,0,1
1492,"Why no one loves Che Díaz, the most controversial character in ‘And Just Like That’",1,1,1,0,0
1493,Street Asian Food brings South Asian flair to Elmwood Village,1,0,0,1,1
1494,Was That Steve Zahn's Real Penis in 'The White Lotus' on HBO Max?,1,0,0,0,0
1495,US Muslims call for action as ‘spying’ incidents shake community,0,0,0,0,0
1496,Attacks like Bulli Bai are a response to assertiveness of minority women,0,1,1,0,0
1497,Bowling for Boobies raises thousands of dollars,0,0,0,0,0
1498,J. Cole – ​​punchin ' . the . clock Lyrics,0,0,0,1,1
1499,Trump promises to ban transgender women from sports if re-elected,0,0,0,0,0
1500,COVID-19: Woman fined for gathering with 14 other people at Chinese New Year celebration last year,0,0,0,0,0
1501,"Négrodalitalité, la Negrodalitality",1,1,1,1,1
1502,How Peach PRC Turned An ‘Anti-Worship’ Viral Hit Into A Coming Out Moment,0,0,1,0,0
1503,"Hateful and Threatening Messages Filled Seattle City Council Inboxes Last Year, Especially Sawant's",0,0,0,0,0
1504,These States Restrict How Transgender Students Participate in School Sports | Best States | US News,0,0,0,0,0
1505,A Frankfurt Shelter Offers Queer Refugees A Much-needed Safe Place,1,0,1,0,0
1506,"Grizzle Cock 17L25989. Winner on the Road and DIRECT from ""DE69"" the No.1 Son of ""THE BOX 9 PAIR""",1,0,0,0,0
1507,Scrabble bans 'boobies' and 'farting',0,0,0,0,0
1508,"LIDS ANNOUNCES FIRST OF ITS KIND RETAIL PARTNERSHIP WITH THREE HISTORIC BLACK SPORTS INSTITUTIONS: THE NEGRO LEAGUES BASEBALL MUSEUM, BLACK FIVES, AND HARLEM GLOBETROTTERS",0,0,0,0,0
1509,"Art Shell was modern NFL's first Black head coach, 33 years before Flores firing",0,0,0,0,0
1510,"Skylar Grey, Polo G, Mozzy & Eminem – Last One Standing",0,1,0,0,1
1511,"Jeopardy's Mike Richards's History of Gross, Sexist Comments",1,1,1,0,0
1512,Malaysians are laughing at this English Premier League striker. The reason will leave you in stitches.,0,0,0,0,0
1513,Understanding mental bondage | The Guardian Nigeria News - Nigeria and World News — Features — The Guardian ...,0,0,0,0,0
1514,"""Blacks and Jews"" authors: ""Whoopi is not the enemy"" but ""it may be too late"" for America anyway",1,1,1,0,0
1515,Fairytale ending: Shane MacGowan explains 'faggot' reference in Christmas song,0,0,0,0,0
1516,Sonny Bill Williams and Andy Lee: An unlikely partnership of world champions,1,1,0,0,0
1517,'Sister Wives' Star Christine Brown Opens Up About Leaving Husband Kody Brown,0,0,1,0,0
1518,"Oil for Breasts: How to Use, Benefits, and Precautions",1,0,1,0,0
1519,Josh Gibson,1,1,0,1,1
1520,Bisexual vs. pansexual: What is the difference?,1,1,1,1,1
1521,"Arnie Kantrowitz, Pioneer of Gay Liberation, Dies at 81",1,0,0,0,0
1522,Pilgrims to Muslim Holy Sites Risk Spreading Coronavirus,1,0,0,0,0
1523,Social Media Thinks Tom Brady Said A Racial Slur When Greeting Ed Reed Before SNF Game (VIDEO + TWEETS),0,0,0,0,0
1524,"Nicotine and Erectile Dysfunction: Facts, Tips, Quitting",0,0,1,0,0
1525,"from the article: ""So, then, it's going to be a federal offense,"" another agent quickly chimed in, ""and you and your wife will be in jail and your kids will be -.""",0,0,0,0,0
1526,"China’s Economy Is Slowing, a Worrying Sign for the World",0,0,1,1,0
1527,I want to show others that being a straight man with HIV is nothing to be ashamed of,1,0,0,0,0
1528,The Inconsistency of American Feminism in the Muslim World,0,1,1,0,0
1529,Lawmakers Say This Holy City’s Airport Code Is Too GAY,1,0,0,0,0
1530,Woman comes out as gay 6 years into marriage but stays with husband: 'He's my soulmate',1,0,1,0,0
1531,"Austin Latino, Black populations remain hardest hit by COVID-19. Advocates demand action",0,1,1,0,0
1532,How do you define sin?,1,1,1,1,1
1533,Trans Comments From Dwayne Johnson Result In Push To Get The Rock Canceled,0,0,1,0,0
1534,"Civil service, judiciary, media are performing at below optimum levels…framers of Constitution would’ve been horrified: Ramachandra Guha",0,1,1,0,0
1535,"Here’s the average penis size in the UK, according to the NHS – and it’s NOT linked to your foot size...",0,0,0,0,0
1536,“Mississippi Masala” @30: Revisiting a Film Classic in Authoritarian Times,0,0,0,0,0
1537,"Nipsey Hussle References 6ix9ine's Snitching & The 2018 Lakers-Rockets Fight On Rick Ross' ""Rich N*gga Lifestyle""",0,0,0,0,0
1538,The number of gay bars has dwindled. A new generation plans to bring them back.,1,0,1,0,0
1539,South Asia needs a transnational seismological organisation,0,1,0,0,1
1540,"45 Harriet Tubman Quotes on Slavery, Freedom",0,1,1,0,1
1541,When Hilary Duff's 'That's So Gay' PSA Ended Homophobia,1,0,1,0,0
1542,"Summit provides space for black, Latino men on campus",1,1,0,0,0
1543,"Helado Negro Announces New Album Far In, Shares New Song “Gemini and Leo”",1,0,0,0,0
1544,Reserve Bank Puts Off Plunging Country Into Intergenerational Recession For Another Quarter,0,0,0,0,0
1545,"Gene common in south Asian people doubles risk of Covid death, study finds",0,0,0,0,0
1546,Lessons about 9/11 often provoke harassment of Muslim students,1,0,1,0,0
1547,"People watch cock fighting in Mazar-i-Sharif, Afghanistan - Xinhua | English.news.cn",0,0,0,0,0
1548,Ride Blind,0,1,1,1,1
1549,Am I Bisexual? 18 Things to Consider,1,1,1,1,1
1550,"""Muslims Not Untouchable, Dissociate Myself From Hindutva Issues"": BJP Ally",0,0,0,0,1
1551,"Joe Rogan issues Saturday apology as clips surface showing him using N-word, comparing Black neighborhood to",0,0,0,0,0
1552,Netflix drops trailer for Queer Eye spin-off with all-new Fab Five,0,0,0,0,0
1553,UP Elections: Muslims Want Vikas too —but Bhaichara Comes First,0,0,0,0,0
1554,Top European cardinal: Church teaching on gay people 'no longer correct',1,0,1,0,0
1555,Eid al-Adha 2021: When is the Muslim festival and how will it be celebrated amid COVID-19?,0,0,0,0,0
1556,Muslim students at N.C. State celebrate World Hijab Day through outreach,0,0,0,0,0
1557,What Does It Mean To Be Biromantic? Defining Identity Outside Of Sex,1,1,1,1,1
1558,A Frankfurt Shelter Offers Queer Refugees A Much-needed Safe Place,1,0,1,0,0
1559,Party’s over: Amsterdam plans to keep tourists ‘in penis outfits’ away,1,0,0,0,0
1560,Liverpool 3 Cardiff City 1: Match Ratings,0,0,0,0,0
1561,Nevada caucuses: Latinos were Bernie Sanders’s key to victory,0,0,0,0,0
1562,Clubs supporting trans inclusion in amateur football are boycotting award-winning league for women and non-binary people,0,0,1,0,0
1563,Opinion: It's (past) time for queer allies to come out. Passivity won't cut it.,1,1,1,1,1
1564,Miranda Hobbes 'And Just Like That' Sexuality Essay,1,1,1,1,1
1565,We are Latinx: Why some Latinos have embraced a gender-neutral identity,1,1,1,1,1
1566,Best Mattress Reddit Australia at Best,1,0,1,0,1
1567,"'If You Are A Broke Nigga, Never Like My Photos On Social Media'- Lady",0,0,1,0,0
1568,'Queer Bible' display draws ire,1,1,1,0,0
1569,"Inside 20 Rue Jacob, Salt Lake City's 1980s lesbian bookstore",0,0,1,0,0
1570,"Forget Football, It’s Monday Night Books!",0,0,0,0,0
1571,Three Georgia men charged with hate crimes in Ahmaud Arbery death,0,0,0,0,0
1572,The most entertaining and binge-worthy queer content arriving in January,1,0,1,0,0
1573,The Meteoric Rise Of Latin Urban Explained : Alt.Latino,1,1,0,1,1
1574,My husband just told me he is bisexual. Should I be worried about our future?,1,0,1,0,0
1575,White Sox ACE Coach on Mission to Develop MLB's Next Black Catcher,0,0,0,0,0
1576,"This Is ""Why, As a Muslim, I Defend Liberty”",1,0,1,0,1
1577,BIG EAST Honors Black Fives Era with 22 Games Across Entire Conference,0,0,0,0,0
1578,"Exclusive: 2022 could be most anti-trans legislative years in history, report says",1,0,0,0,0
1579,These South Asian collectives are redefining the UK's underground music scene,1,0,0,0,0
1580,The rare 'penis plant' just bloomed for the first time in over two decades,1,0,0,0,0
1581,"This video of young Tory members is pathetic, but memeable",1,1,1,0,0
1582,"Woe Is Me! “I Came Out as a Lesbian, and My Mom Says It's 'Just a Phase.' What Now?”",0,0,1,0,0
1583,Mandarin Man marks Lunar New Year with Kishu ice cream at Awan,0,0,0,0,0
1584,Why 'The Matrix' matters to trans fans,1,0,1,1,1
1585,The battle over banning books in US schools,0,0,0,0,0
1586,"After FBI spying, Muslim Americans ask Supreme Court to OK religious bias suit",0,0,0,0,0
1587,In praise of the C-word,1,1,1,1,1
1588,"ASU's first South Asian fraternity focuses on family, culture and respect - The Arizona State Press",0,0,0,0,0
1589,Kunt makes No5 again : News 2021,0,0,0,0,1
1590,The Chart-Topping Songs of Disney’s ‘Encanto’ Give Latino Families a Voice,1,0,0,0,0
1591,What happened to Brookside cast as Sinbad stars in The Responder – gangland murder to cancer battle and r...,0,0,0,0,0
1592,Cheeni Indian Food Emporium opening in north Raleigh - Triangle Business Journal,0,0,0,0,0
1593,"A Man Ran Over A Muslim Family With His Truck Because Of Their Religion, Police Say",0,0,0,0,0
1594,Hundreds sign petition as Sheffield risks running out of Muslim burial plots,0,0,0,0,0
1595,'Bring your f*cking dinner': The 8 best reactions to Rangnick & Ronaldo,0,0,0,0,0
1596,Is this CNA's first-ever (unintentional) gay-kissing scene?,1,0,1,0,0
1597,The greater myth is that Vancouver's density is not high enough.,1,1,1,1,0
1598,The Sherwood Inn hosts ‘Budmen for Boobies’ breast cancer fundraiser,0,0,0,0,0
1599,4 LGBT+ workers on the joy of an inclusive employer,1,0,1,0,0
1600,"EXCLUSIVE: Oakland family feels left in the dark, petitions for SFPD to reopen investigation to son's death 2 years later",0,0,0,0,0
1601,"Transgender people are three times as likely to go hungry, new census data shows",0,0,0,0,0
1602,Shutdown of Austin-based dating app stings gay and bisexual men,1,0,0,0,0
1603,"Inside Whitney Houston’s secret torment for being gay, falling for a woman",1,0,1,0,0
1604,Songs with inappropriate lyrics that probably would not be written now,1,1,1,0,1
1605,"NBC wouldn’t air ad critical of China, congressman says",0,0,0,0,0
1606,"Many Gays, Lesbians Still Don't Believe Male Bisexuality Is Real",1,0,1,0,0
1607,"Anti-Vaxxer Allegedly Threatened Fauci With Scalping, Torture, Death",0,0,1,0,0
1608,"Woman connected to Chinese Communist Party 'seeking to covertly interfere in UK politics,' MI5 says",0,0,0,0,0
1609,"Think Hogwarts, but closer to Westport: introducing a new queer YA rom-com",1,0,1,0,0
1610,Greed review: Steve Coogan stars in caustic satire of the nouveau riche,1,0,1,1,0
1611,Examining Biden's First-Year Performance on Immigration | Latino Voices | Chicago News | WTTW,0,0,0,0,0
1612,Introducing The Queer Cannabis Club: The Industry's First LGBTQ-Led Consortium,1,0,1,0,0
1613,Trans BMXer riding high as Olympic dream edges nearer,0,0,0,0,0
1614,Hari Nef on This American Wife,0,0,1,1,1
1615,A Violent Man review – hardnut prison drama is guilty as charged,0,0,0,0,0
1616,"Polis 'Is Not Even Gay' & His Wedding Was 'All a Sham,' Baselessly Claims GOP Gov. Candidate",0,0,0,0,0
1617,Sore breasts before period: Causes and treatment,0,0,1,0,0
1618,Podcasts that make space for queer history,1,1,1,0,0
1619,"Los Angeles Rams WAGs 2022: Millie Gay to Blime M, meet the better halves and moms of LA players",0,0,0,0,0
1620,Let's keep snakes out of Alaska.,0,0,0,0,0
1621,The latest in luxury cruising | LUXX report,1,0,1,1,1
1622,Following the Pansy Path,1,1,1,1,1
1623,"A standout film at SF IndieFest, 'The Sleeping Negro,' shows struggles of an Everyman",1,0,0,0,0
1624,"Lil Uzi Posts Strange Tweets, Changes Avatar to Vybz Kartel - XXL",1,0,1,0,0
1625,"In the Last 3 Months, the Word 'Faggot' Has Been Tweeted 2.6 Million Times",0,0,0,0,0
1626,Climate change hits home for Latinos,1,0,0,0,0
1627,Muslim Americans Reflect On Another Ramadan During The Pandemic,0,0,0,0,0
1628,"News in Pics, Feb 8, 2022: Best pics from around the world",1,0,0,0,0
1629,Andrew Cuomo’s Bizarre Journey Toward Saying the N-Word on the Radio,0,0,0,0,0
1630,Pete Davidson Is Out Here on Instagram Talking About His Penis Size Just Weeks Into Dating Kim Kardashian,0,0,0,0,0
1631,"Malema tells Zondo being called a ‘house negro’ not an insult, but ‘academic criticism’",0,1,0,0,0
1632,Baseball Reference Adds Negro League Data In Record Books,0,0,0,0,0
1633,CPS puts up vigorous court fight over disabled student’s claim he was sexually assaulted in 2016,0,0,0,0,0
1634,"How I Dealt With My Sexuality Coming From a Very Italian, Very Catholic Family",0,0,0,0,0
1635,"China Holds the Line on ‘Zero Covid,’ but Some Wonder for How Long",0,0,1,1,0
1636,Chinese officials arrested for concealing true scale of flood death toll,0,0,0,0,0
1637,The Desi Dost Project: Impact Reporting At India Currents,0,0,0,1,1
1638,Seriously flawed campaign?,1,1,1,1,1
1639,"No, Lil Nas X did not get breast implant plastic surgery: Twitter picture explained",0,0,0,0,0
1640,"Stormzy hits out at ""crackhead c**t"" Wiley on new diss track 'Disappointed'",1,0,0,0,0
1641,Yorkshire CCC are institutionally racist. For me there is no other conclusion,0,1,1,0,0
1642,MSNBC Journalist Accused Of Saying N-Word While Reporting Kobe Bryant’s Death,0,0,0,0,0
1643,"How Randa Abd Al-Aziz, a Black Iraqi, Got a Sudden Career in TV News",0,1,0,0,0
1644,"Tomboys, trans boys and 'West Side Story'",1,1,0,1,1
1645,Do Lesbian Breakups Really Hit Harder?,1,1,1,0,0
1646,Latino small business owners are the fastest-growing group of entrepreneurs in U.S.,1,0,0,0,0
1647,"With 'Delhi Galiyara', city women step closer to equality",0,0,1,0,0
1648,Ex-cop breaks 22-year silence over 'lesbian affair murder' that sparked cover-up claim,0,0,0,0,0
1649,Removal of Rainbow Crosswalk Begins Later this Month for New Progressive Pride Crosswalk,0,0,0,0,0
1650,Burien's Kennedy Catholic president on leave after gay teacher controversy,0,0,0,0,0
1651,The Many Remarkable Black Women Who Could Replace Stephen Breyer,0,1,1,0,0
1652,The Bulls And Crown Royal Team Up To Capture And Celebrate Black Joy,1,0,0,0,0
1653,Is China Totalitarian?,0,0,0,1,1
1654,Manu Minute: The Boobies of Hawai'i,1,1,1,0,1
1655,Madeline Morgan’s pioneering vision to teach Black history in schools,0,1,0,0,0
1656,How Jim Crow-Era Laws Suppressed the African American Vote for Generations,0,1,0,0,0
1657,The Best Queer Holiday Movies to Make the Yuletide Gay,1,0,1,0,0
1658,Open Heaven 8 February 2022: Living In Glory V,0,0,0,0,1
1659,"Lot.16. Mealy Cock 20E19495 Sensational Duo of ""BEST KITTEL"" and ""KITTEL"" combined. KBDB Superstars!",1,0,0,0,1
1660,Cover Stars Anthony Rapp and Wilson Cruz Are the 'Space Dads' We Need,1,0,0,0,0
1661,LGBTQ NYC Events: What to Do in Queer New York Feb 3-6,1,0,1,0,0
1662,Optus sponsors Sydney Gay and Lesbian Mardi Gras and more,1,0,1,0,0
1663,Lawmakers Say This Holy City’s Airport Code Is Too GAY,1,0,0,0,0
1664,China’s BGI says it can sequence a genome for just $100,0,0,0,1,0
1665,Super Specific | How the queer community found solace in Venom,1,1,1,0,0
1666,Michaela Jaé Rodriguez from 'Pose' is the 1st trans actress to win a Golden Globe,0,0,1,0,0
1667,Faggots and orange chips - what we thought of one of UK's best chip shops in the Black Country,1,1,0,0,0
1668,A Bachie Contestant’s Alleged Texts About The Dog C*nt Saga Have Leaked & They’re Fkn Spicy,0,0,0,0,0
1669,China's Covid-Era Controls May Outlast the Coronavirus,0,0,0,1,0
1670,"Chinese tennis player Peng Shuai denies making sexual assault allegation, says concern for her based on 'misunderstanding'",0,0,0,0,0
1671,"Pansexual, bisexual, and fluid celebs explain their sexuality | CafeMom.com",1,0,1,0,0
1672,South Asian Student Union celebrates Diwali in Del Mar,0,0,0,0,0
1673,Meet the Grumpy Old Woke Bros,0,0,0,0,1
1674,The bisexual movie canon: From Thor: Ragnarok to The Mummy,0,0,0,0,0
