,sent,preds
422,22 Best Lesbian and Bisexual Shows - Queer TV Shows to Stream,1
423,Remove Puerto Rico from the story and substitute Hawaii and you'll see that's where we're headed.,0
424,Unapologetically Queer: Kit Williamson on “EastSiders” and Revolutionary Representation,0
425,i stand corrected re: the CHEATING p.o.s.,0
426,"""But there’s some consolation to be found in the fact that Oregon has a government that will do its best to implement public policy, good or bad, as honestly as it is able.""",0
427,Eric Clapton Isn’t Just Spouting Vaccine Nonsense—He’s Bankrolling It,0
428,Berlinale Series Market: Mauricio Leiva Cock Talks Movistar Original ‘Ruido Capital’,0
429,Trump's Three Year Campaign to Separate Families: The Muslim Ban,0
430,Am I Androsexual? 14 Things to Know If You're Questioning,0
431,"Faith: You shall know the truth, and the truth shall make you free",0
432,Being told what the punishment is for breaking Federal Law is not a threat...#MAGA,0
433,Sex While Wearing Blindfolds: Everything You Need to Know! -,1
434,How TikTok became a haven for queer and questioning kids,0
435,Miley Cyrus boasts that she 'flashes boobies' to help boyfriend Cody Simpson sing,0
436,The sheer incompetence of the Trump administration is stunning.,1
437,What Does It Mean to Be Bi-Curious? 15 Things to Consider,0
438,The Conservatives are so desperate they will vote for anyone with a slight chance of getting them back in power.,0
439,They had the business long before they became reality TV stars.,0
440,and another failed month under liberals in ontario!,0
441,"CIVIL COMMENTS LLC Portland
THEY ARE WHAT IS WRONG WITH THIS COUNTRY
IF YOUR NOT POLITICALLY CORRECT
NO FREE SPEECH FOR YOU!!!!",0
442,A history of the movement to criminalise marital rape across the world,0
443,"What's the difference between Hispanic, Latino and Latinx?",0
444,"South Jersey things to do: Negro Leagues exhibit, Fire & Ice, theater, midget car races",0
445,Value and respect.,0
446,I am fairly confident that at one point we will find a trail from George Soros to Doug Saunders.,0
447,I’m bisexual – but worry I'm not as attracted to men as I am to women,0
448,"How Randa Abd Al-Aziz, a Black Iraqi, Got a Sudden Career in TV News",0
449,"PRP, scum of the earth.",1
450,New Destructoid Episode: From Dust To Boobies,1
451,"A whole lot, unfortunately.",0
452,Trans Rights and Gender Identity,0
453,"That was the tail end of when Yugoslavia broke up, & Pittsburg won the cup in 1992.",0
454,I doubt many WalMart greeters or elderly cashiers (my local grocery store has a few) are readers of the G&M.,0
455,DaBaby Issued An Apology For His “Insensitive” Anti-Gay Comments Comparing People Living With HIV To “Junkies On The Street” After Dua Lipa Condemned Him,0
456,"nah, he is probably thinking Jack In The Box.",0
457,'It's about damn time for this:' Bryan Ruby becomes only active pro baseball player to be out as gay,0
458,I love The Donald.,0
459,The African Continental Free Trade Area: Opportunities for India,0
460,"A reelection of the BC Liberals will signify a triumph of Angstpolitik---nothing more, nothing less.",0
461,Naivety.....a far kinder term than they deserve,0
462,Boone's Winter Farmers' Market to host Queer Farmers' Day,0
463,Jack and the bean block: Man gets six kidney beans stuck in penis while trying to 'express' himself,1
464,All quake!,0
465,Looks like hubby wants his wife to work another 10 years to  support HIS retirement.,0
466,"If doing nothing while his union paymasters sacrifice Canadian jobs in favour of American jobs is mature and responsible, Horgan is your man.",0
467,"Alceste, so you think Marine Le Pen has a monopoly on the word ‘pantin’.",0
468,"Caleb “The Negro Artist” Rainey On Poetry, Race And Understanding",0
469,I am so sorry for this family's loss.,0
470,The Tiff Over Samantha Bee Has Made C*nts of Us All,1
471,Sharon Osbourne and Bill Maher Whine About Cancel Culture on 'Real Time',0
472,"Yes, My Husband Is Gay — But That Hasn't Stopped the 'Sparks' Between Us",0
473,Trudeau should stay out matters during  provincial elections and look after Ottawa.,0
474,Singing in Dark Times: Art and Resistance in South Asia,0
475,"Muslim boy, 12, who prayed outside because prayer room was closed was 'forced to stop' by a teacher",0
476,She's a great campaigner because she is a great leader.,0
477,Maybe it is you that is wrong.,1
478,QLD Deputy Premier Steven Miles Accidentally Called Scott Morrison A C*** At A Brisbane March,0
479,You do not read well.,0
480,Nyle DiMarco Is Joining the Cast of the 'Queer As Folk' Reboot,0
481,What It Feels Like to Be a Muslim Woman Auctioned Online by India's Right Wing,0
482,"LeBron seems to be a dominant player, but a pretty dislike-able individual.",0
483,Young Thug – Die Slow Lyrics,0
484,Violent businessman flew into rage when partner refused to wear jewellery during six month campaign of abuse,1
485,Billy Porter: ‘Come and get me. I’m done being afraid for just existing on the planet’,1
486,"Would that not be the Tablelands of Gros Morne, Newfoundland?",0
487,I think they already knew.,0
488,"The Queer Opposition to Pete Buttigieg, Explained",1
489,"‘I am not Chinese, I am Taiwanese’: Conversations in Mandarin and how both cultures differ",0
490,So it sounds like no income tax is needed and if we issue $1000 dividends instead of $1250 dividends - the budget will be essentially balanced!,0
491,The Sherwood Inn hosts ‘Budmen for Boobies’ breast cancer fundraiser,0
492,Dart tournament raises money for American Cancer Society during Breast Cancer Awareness Month,0
493,One In Three Black Trans Youth Attempt Suicide,0
494,Coming Out as Trans at Work,0
495,Latino-Owned Coffee Shops to Try in Los Angeles (LA),0
496,"What Art, Harper Lee and The N-Word Teach Us About Difficult Conversations",0
497,"Paul:   I highly recommend that you  Read the Bible, it CLEARLY defines SIN.....................",0
498,Is Penis Size Genetic?,1
499,"Richie, first of all you need the products.",0
500,Yes and yes again.,0
501,"You forget other differences... for eg, our road and utility realignment.",0
502,Transgender woman defends use of 'faggot' in Fairytale Of New York,1
503,"Massive cuts in social spending including wholesale reduction in salaries and benefits for that most entitled of workers in Ontario, the public sector worker is what's coming for this formerly prosperous now moribund province.",1
504,"Fillon wasn't disqualified, Paul Jones1234.",0
505,I agree.,0
506,Violence and the Human Rights of Transgender People in the United States | HRW,1
507,"Oh oh, you didn't answer my question.",0
508,"I think Ken Briggs is talking about the FOX viewership -- that, had it not been for the financial impact, FOX could have ""weathered"" the storm and kept O'Reilly.",0
509,"Doug Saunders, member of the ""PROGRESSIVE"" elite.",0
510,Two NC sisters are bringing South Asian designs to Rent the Runway for the first time,0
511,"Ontario has a head tax on businesses, which to my mind is just another name for BC Group (Employer paid) premiums.",0
512,"Surprised none of the good 'ole ""demograph"" boys have chimed in about a picture being included for a snake that happens to be albino.",0
513,"We don't send migrants or potential refugees ""back"".",0
514,"Exclusive: Here's why Lemon was ""relieved"" to sashay away from Drag Race UK vs the World",0
515,"As was obvious earlier today, MLP is going to win despite the fake news and polls.",0
516,A Mexican American is the first Latina president of Harvard Law Review,0
517,Accepting that many of the prev.,0
518,Did you read this article carefully?,0
519,Police officers recount horrors from the Jan. 6 attack on the U.S. Capitol,0
520,Hey Sen'tuh!,0
521,"""We're watching an interview or a news clip and I end up yelling at the TV, ""Ask why!",0
522,Star & Crescent Eating Club Reopens with New Chef,0
523,"Austin Latino, Black populations remain hardest hit by COVID-19. Advocates demand action",0
524,Religious freedom bill: What happens if Scott Morrison's bill becomes law?,0
525,35 or forty with all the assistants is not rough.,0
526,"Christy Clark decided that she would turn the softwood lumber dispute into a trade war with the US if Justin Trudeau didn't have the nerve to do it, no matter the collateral damage to Albertans.",0
527,Surely you did not expect anything better from Baldry.,0
528,Tobias Read gets some kudos for this plan.,0
529,"You mean that addiction isn't always a death sentence but it often is deadly even if you don't overdose (car accidents, organ failure, Blood infections from dirty needles, etc, etc.",0
530,So who do you vote for?,0
531,"Meek Mill Calls Out Wack 100, Says Wack Is Trying to Control Younger Gangs",0
532,Holochain denies ICO funds were used for bondage studio,0
533,China: Over 20 million in COVID-19 lockdown ahead of 2022 Olympics,0
534,Indian scientists identify a new pest that attacks arecanut fruit - Gaonconnection | Your Connection with Rural India,0
535,Now that's funny.,0
536,Who is?,0
537,"Kal Penn, 'Harold and Kumar' and 'House' star, comes out as gay",0
538,"CAIR, a major Muslim-American group, and a mole revealed inside spies working with Steve Emerson",0
539,Where do you find a $300Billion a year customer?,0
540,Did the two Tory MPs consult with RCMP and Canada Border Services before their photo op?,0
541,The complications of defending the men accused of killing Ahmaud Arbery,0
542,Transgender group applauds transfer of detainees from criticized ICE facility in New Mexico,0
543,"No way, brah!",0
544,Episcopal Diocese of Michigan ordains its first female and openly lesbian bishop,0
545,A look at eight central Illinois ties to Negro Leagues ahead of new AAHM baseball exhibit,0
546,Opposing neo-mercenaries,0
547,"Behold, the Fine Art of the Lesbian Thirst Trap",1
548,I'm not forgetting other differences.,0
549,"The novel must be Bread and Wine by Ignazio Silone, a favorite of Dorothy Day's.",0
550,Opinion | Schools are banning my book. But queer kids need queer stories.,1
551,"Brown, Desi, South Asian: Diaspora reflects on the terms that represent, erase them",0
